date,XLV,XLF,XLE,AMLP,VFH,GDX,XLU
2016-09-07,70.97,14.87,67.02,11.38,49.1,28.21,47.33
2016-09-06,70.97,14.87,66.64,11.36,49.04,28.37,47.32
2016-09-02,70.72,14.9,65.65,11.28,49.33,27.05,46.81
2016-09-01,70.64,14.83,64.92,11.24,49.05,26.13,46.2
2016-08-31,70.82,14.89,65.11,11.2,49.28,25.21,46.44
2016-08-30,71.04,14.88,66.15,11.26,49.25,25.62,46.25
2016-08-29,71.28,14.75,66.38,11.28,48.88,26.94,46.74
2016-08-26,71.12,14.62,65.93,11.21,48.44,26.88,46.36
2016-08-25,70.85,14.6,66.16,11.22,48.44,27.01,47.34
2016-08-24,71.46,14.57,66.34,11.22,48.29,26.68,47.31
2016-08-23,72.59,14.58,66.61,11.29,48.36,28.7,47.33
2016-08-22,72.53,14.56,66.14,11.28,48.27,29.14,47.54
2016-08-19,72.38,14.56,66.91,11.36,48.21,29.63,47.42
2016-08-18,72.44,14.56,67.47,11.45,48.28,30.42,48.0
2016-08-17,72.41,14.58,66.11,11.34,48.27,30.04,47.42
2016-08-16,72.26,14.53,65.91,11.38,48.14,30.48,46.72
2016-08-15,72.92,14.56,65.81,11.36,48.3,30.52,47.28
2016-08-12,72.79,14.47,65.29,11.35,48.02,30.71,48.01
2016-08-11,72.97,14.51,64.93,11.27,48.1,30.7,47.95
2016-08-10,72.56,14.48,63.99,11.22,48.11,30.96,47.83
2016-08-09,72.8,14.59,64.69,11.32,48.41,30.43,47.82
2016-08-08,72.62,14.58,65.03,11.36,48.35,30.17,47.83
2016-08-05,73.25,14.56,64.18,11.27,48.3,29.9,47.85
2016-08-04,73.07,14.29,63.6,11.27,47.5,30.89,48.55
2016-08-03,73.18,14.33,63.69,11.27,47.59,30.6,48.58
2016-08-02,73.38,14.18,62.48,11.06,47.17,30.98,48.87
2016-08-01,73.66,14.3,61.92,11.06,47.59,30.59,49.19
2016-07-29,73.2,14.34,64.03,11.26,47.74,30.26,49.16
2016-07-28,73.05,14.36,63.39,11.15,47.74,29.43,48.87
2016-07-27,73.12,14.33,63.38,11.16,47.6,29.48,48.68
2016-07-26,72.79,14.34,64.0,11.2,47.62,28.19,49.25
2016-07-25,72.92,14.33,63.63,11.29,47.58,27.43,49.68
2016-07-22,72.99,14.36,64.93,11.33,47.68,28.47,49.77
2016-07-21,72.85,14.27,64.73,11.32,47.38,28.56,49.12
2016-07-20,72.63,14.34,65.37,11.36,47.52,27.69,48.82
2016-07-19,71.98,14.32,65.47,11.29,47.48,29.35,49.11
2016-07-18,72.14,14.31,65.84,11.29,47.44,29.65,49.19
2016-07-15,72.11,14.26,65.79,11.3,47.3,29.55,49.05
2016-07-14,72.17,14.28,65.83,11.32,47.3,29.88,48.91
2016-07-13,71.85,14.15,65.5,11.23,47.0,30.04,49.23
2016-07-12,71.88,14.15,66.07,11.34,46.99,29.08,48.84
2016-07-11,71.53,13.98,64.47,11.15,46.43,30.27,49.52
2016-07-08,71.73,13.9,64.35,11.16,46.11,30.21,49.56
2016-07-07,70.85,13.64,63.5,11.01,45.3,29.29,49.05
2016-07-06,70.96,13.62,64.16,11.07,45.27,30.24,49.97
2016-07-05,70.17,13.58,63.88,11.14,45.11,29.32,49.87
2016-07-01,70.24,13.79,65.19,11.2,45.74,28.73,49.5
2016-06-30,69.8,13.86,64.85,11.16,45.94,27.41,49.49
2016-06-29,69.15,13.64,64.34,11.18,45.22,26.86,48.45
2016-06-28,67.85,13.34,63.14,11.1,44.22,26.31,48.31
2016-06-27,66.56,13.01,61.43,10.71,43.18,26.77,48.14
2016-06-24,67.46,13.39,63.46,11.08,44.38,26.46,47.55
2016-06-23,69.48,14.15,65.58,11.33,46.67,24.95,47.48
2016-06-22,68.58,13.85,64.52,11.17,45.76,25.22,47.34
2016-06-21,68.39,13.87,64.88,11.18,45.81,24.66,47.57
2016-06-20,68.62,13.79,64.12,11.01,45.63,25.36,47.5
2016-06-17,68.19,13.71,63.57,10.96,45.33,25.51,47.68
2016-06-16,68.91,13.72,62.93,10.95,45.39,25.21,47.51
2016-06-15,68.67,13.68,63.23,10.93,45.27,26.03,47.21
2016-06-14,69.14,13.67,63.38,10.78,45.19,25.06,47.51
2016-06-13,69.04,13.87,63.42,10.89,45.84,25.63,47.26
2016-06-10,69.59,13.97,63.6,11.02,46.2,25.68,47.31
2016-06-09,70.15,14.14,65.01,11.22,46.78,26.04,47.44
2016-06-08,70.27,14.25,65.51,11.23,47.05,25.65,47.03
2016-06-07,70.02,14.23,65.66,11.27,46.93,24.84,46.75
2016-06-06,70.46,14.26,64.21,11.21,47.06,25.17,46.79
2016-06-03,70.08,14.18,62.82,11.05,46.79,25.05,46.86
2016-06-02,70.32,14.38,63.07,11.07,47.35,22.52,46.13
2016-06-01,69.42,14.35,63.15,11.0,47.27,22.47,46.11
2016-05-31,69.17,14.32,63.13,10.71,47.14,22.33,45.99
2016-05-27,69.01,14.36,63.38,10.72,47.21,22.04,45.69
2016-05-26,68.7,14.26,63.34,10.73,46.88,22.7,45.61
2016-05-25,68.69,14.35,63.6,10.86,47.09,22.78,45.1
2016-05-24,68.26,14.2,62.61,10.77,46.66,22.23,45.23
2016-05-23,67.29,13.99,62.3,10.85,45.91,23.52,44.78
2016-05-20,67.56,14.0,62.46,10.9,45.99,23.79,45.18
2016-05-19,66.94,13.9,62.09,10.75,45.64,23.7,45.08
2016-05-18,67.51,14.03,62.08,10.57,46.05,23.3,44.63
2016-05-17,67.23,13.79,62.69,10.85,45.32,25.3,45.48
2016-05-16,67.94,13.87,62.4,10.76,45.71,24.97,46.27
2016-05-13,67.03,13.8,61.36,10.44,45.44,24.52,46.21
2016-05-12,67.18,13.97,62.15,10.5,45.96,24.28,46.44
2016-05-11,67.58,13.96,61.98,10.33,45.9,24.78,46.16
2016-05-10,68.41,14.11,61.79,10.22,46.4,24.13,46.0
2016-05-09,67.83,13.91,60.73,10.24,45.84,23.26,45.95
2016-05-06,67.07,13.95,61.62,10.38,45.84,24.86,45.69
2016-05-05,67.47,13.89,61.76,10.4,45.62,23.92,45.99
2016-05-04,67.18,13.9,61.26,10.24,45.63,23.16,46.16
2016-05-03,67.83,14.0,62.16,10.16,45.88,24.39,45.63
2016-05-02,68.05,14.18,63.66,10.42,46.46,25.11,45.67
2016-04-29,67.66,14.06,63.73,10.5,45.98,25.55,45.3
2016-04-28,68.74,14.14,63.83,10.34,46.28,24.02,45.03
2016-04-27,69.07,14.29,64.79,10.51,46.72,22.99,45.1
2016-04-26,69.14,14.26,63.59,10.28,46.66,22.74,44.45
2016-04-25,69.4,14.17,62.59,10.34,46.36,22.22,44.39
2016-04-22,69.68,14.2,63.29,10.5,46.45,22.34,44.3
2016-04-21,69.53,14.07,62.39,10.4,46.03,23.0,43.91
2016-04-20,69.12,14.2,62.76,10.4,46.5,22.59,44.84
2016-04-19,68.75,14.09,62.2,10.21,46.15,23.01,46.0
2016-04-18,68.51,13.91,60.98,9.81,45.73,21.94,45.92
2016-04-15,67.88,13.81,59.99,9.49,45.43,21.96,45.74
2016-04-14,67.93,13.86,60.81,9.68,45.5,21.37,45.49
2016-04-13,67.89,13.83,60.67,9.71,45.44,22.01,45.55
2016-04-12,67.26,13.52,60.39,9.72,44.5,22.63,45.83
2016-04-11,66.72,13.35,58.64,9.36,43.92,22.45,45.51
2016-04-08,67.23,13.3,58.88,9.36,43.77,21.21,45.71
2016-04-07,67.42,13.25,57.72,9.12,43.59,20.55,45.46
2016-04-06,68.16,13.5,58.06,9.07,44.4,19.93,45.48
2016-04-05,66.38,13.43,56.84,8.83,44.15,19.91,45.54
2016-04-04,67.25,13.62,57.22,8.93,44.76,19.32,46.41
2016-04-01,66.46,13.69,57.65,9.11,44.99,19.9,46.6
2016-03-31,65.71,13.57,58.43,9.39,44.7,19.75,46.43
2016-03-30,65.91,13.6,58.46,9.21,44.77,20.01,46.15
2016-03-29,65.9,13.52,58.35,9.0,44.53,20.32,46.27
2016-03-28,65.15,13.5,58.07,8.94,44.29,19.21,45.59
2016-03-24,65.33,13.45,58.38,9.0,44.14,19.25,45.76
2016-03-23,65.36,13.54,58.1,9.11,44.37,18.82,45.64
2016-03-22,65.83,13.64,59.4,9.45,44.77,20.36,45.3
2016-03-21,65.18,13.68,59.73,9.32,44.86,20.35,45.45
2016-03-18,64.8,13.71,59.94,9.56,44.94,20.39,45.5
2016-03-17,64.05,13.59,59.77,9.61,44.56,20.21,45.79
2016-03-16,64.8,13.43,58.96,9.39,44.03,20.63,45.54
2016-03-15,64.95,13.46,57.96,8.95,44.01,19.32,44.85
2016-03-14,65.98,13.46,58.07,9.09,44.12,18.91,44.77
2016-03-11,66.26,13.5,58.46,9.1,44.29,19.76,44.71
2016-03-10,64.99,13.16,56.99,8.92,43.18,20.16,44.67
2016-03-09,64.95,13.17,56.94,9.01,43.21,19.3,44.63
2016-03-08,64.84,13.16,56.03,8.9,43.18,19.21,44.43
2016-03-07,65.64,13.37,58.49,9.54,43.89,20.18,43.99
2016-03-04,65.12,13.38,57.15,9.19,43.86,19.5,43.75
2016-03-03,65.27,13.32,56.6,9.25,43.72,19.6,43.27
2016-03-02,65.46,13.23,55.76,9.02,43.39,18.84,43.01
2016-03-01,65.35,13.09,54.43,8.69,42.93,18.37,42.78
2016-02-29,63.98,12.66,53.04,8.7,41.54,19.17,43.0
2016-02-26,65.01,12.8,53.65,8.55,42.03,18.49,42.88
2016-02-25,65.13,12.71,53.33,8.44,41.8,19.18,44.09
2016-02-24,64.33,12.54,53.28,8.5,41.21,18.9,43.65
2016-02-23,64.11,12.57,52.75,8.31,41.24,18.71,43.44
2016-02-22,64.6,12.8,54.61,8.68,41.91,18.33,43.4
2016-02-19,63.69,12.6,53.25,8.19,41.34,18.18,42.9
2016-02-18,63.76,12.6,53.38,8.37,41.27,18.69,43.19
2016-02-17,64.15,12.67,54.05,8.25,41.47,17.63,42.49
2016-02-16,63.35,12.5,52.34,7.81,40.98,17.02,42.58
2016-02-12,62.18,12.3,51.82,7.33,40.23,18.64,42.31
2016-02-11,61.36,11.8,50.49,6.85,38.83,18.17,42.44
2016-02-10,62.37,12.18,50.7,7.22,39.92,16.95,43.2
2016-02-09,61.82,12.24,50.91,7.21,40.03,16.57,43.25
2016-02-08,61.36,12.26,52.17,7.46,40.19,17.28,43.1
2016-02-05,62.21,12.58,52.44,8.28,41.2,16.86,43.25
2016-02-04,63.45,12.75,53.69,8.5,41.82,15.97,43.11
2016-02-03,63.79,12.64,53.71,8.34,41.48,15.18,43.29
2016-02-02,63.38,12.63,51.87,8.32,41.45,14.14,42.76
2016-02-01,64.31,12.99,53.66,8.48,42.46,14.49,42.58
2016-01-29,64.21,13.04,54.57,8.63,42.63,14.06,42.18
2016-01-28,63.18,12.69,53.02,8.54,41.53,13.71,41.35
2016-01-27,64.68,12.68,51.45,8.15,41.47,14.05,40.7
2016-01-26,65.43,12.73,51.7,8.24,41.66,13.82,40.61
2016-01-25,64.93,12.52,49.81,7.95,40.85,13.23,40.33
2016-01-22,65.54,12.78,52.25,8.24,41.77,12.89,40.67
2016-01-21,64.52,12.55,50.04,7.56,40.93,12.77,39.96
2016-01-20,64.71,12.6,48.53,7.11,41.07,12.71,40.0
2016-01-19,64.59,12.86,49.85,7.66,41.88,12.33,40.92
2016-01-15,64.6,12.86,50.95,8.14,41.94,12.95,40.31
2016-01-14,65.51,13.16,52.47,8.6,42.84,12.99,40.67
2016-01-13,63.8,13.04,50.3,8.06,42.48,13.46,40.07
2016-01-12,65.76,13.39,51.54,8.6,43.63,13.46,40.09
2016-01-11,64.93,13.29,51.42,8.63,43.46,13.77,40.25
2016-01-08,65.71,13.27,52.54,9.12,43.33,14.36,40.03
2016-01-07,66.71,13.48,53.23,8.95,44.03,14.72,40.05
2016-01-06,68.09,13.87,54.56,9.46,45.27,14.1,40.32
2016-01-05,68.65,14.09,56.74,10.03,45.91,13.87,40.4
2016-01-04,68.33,14.03,56.53,10.1,45.73,13.94,40.11
