State,Prob,Pct_Move,Relative_Price
255,7.9e-05,-0.13975306441992286,0.8602469355800771
256,8.9e-05,-0.13924489961156628,0.8607551003884337
257,0.000109,-0.13873673480321003,0.86126326519679
258,0.000104,-0.13822856999485367,0.8617714300051463
259,9.7e-05,-0.1377204051864973,0.8622795948135027
260,9.9e-05,-0.13721224037814084,0.8627877596218592
261,0.000109,-0.1367040755697846,0.8632959244302154
262,0.000105,-0.13619591076142812,0.8638040892385719
263,0.000116,-0.13568774595307176,0.8643122540469282
264,0.000129,-0.1351795811447155,0.8648204188552845
265,0.000111,-0.13467141633635904,0.865328583663641
266,0.00013,-0.13416325152800268,0.8658367484719973
267,0.000123,-0.13365508671964632,0.8663449132803537
268,0.000137,-0.13314692191129007,0.8668530780887099
269,0.000152,-0.1326387571029335,0.8673612428970665
270,0.000135,-0.13213059229457724,0.8678694077054228
271,0.000143,-0.131622427486221,0.868377572513779
272,0.000145,-0.1311142626778644,0.8688857373221356
273,0.000154,-0.13060609786950816,0.8693939021304918
274,0.000148,-0.13009793306115192,0.8699020669388481
275,0.000141,-0.12958976825279533,0.8704102317472047
276,0.000175,-0.12908160344443909,0.8709183965555609
277,0.000173,-0.12857343863608273,0.8714265613639173
278,0.000164,-0.12806527382772614,0.8719347261722739
279,0.000177,-0.1275571090193699,0.8724428909806301
280,0.00018,-0.12704894421101365,0.8729510557889864
281,0.000203,-0.12654077940265707,0.8734592205973429
282,0.000208,-0.12603261459430082,0.8739673854056992
283,0.000178,-0.12552444978594457,0.8744755502140554
284,0.000185,-0.125016284977588,0.874983715022412
285,0.000192,-0.12450812016923174,0.8754918798307683
286,0.000201,-0.12399995536087538,0.8760000446391246
287,0.000217,-0.12349179055251902,0.876508209447481
288,0.000211,-0.12298362574416255,0.8770163742558374
289,0.000235,-0.1224754609358063,0.8775245390641937
290,0.000214,-0.12196729612744994,0.8780327038725501
291,0.000208,-0.12145913131909347,0.8785408686809065
292,0.000231,-0.12095096651073722,0.8790490334892628
293,0.000261,-0.12044280170238097,0.879557198297619
294,0.000238,-0.1199346368940244,0.8800653631059756
295,0.00025,-0.11942647208566803,0.880573527914332
296,0.000294,-0.11891830727731179,0.8810816927226882
297,0.000243,-0.1184101424689552,0.8815898575310448
298,0.000285,-0.11790197766059896,0.882098022339401
299,0.000279,-0.11739381285224271,0.8826061871477573
